x,y,count,cluster,z_min,z_max,z_mean,z_std,canopy_height,point_density,intensity_mean,intensity_std
770181.7300000001,6270712.68,1,,6.47,6.47,6.47,0.0,0.0,11.11111111111111,nan,nan
770185.3300000001,6270712.68,1,,6.73,6.73,6.73,0.0,0.0,11.11111111111111,nan,nan
770185.6300000001,6270712.68,4,,6.73,6.83,6.7875,0.04193248541803028,0.09999999999999964,444.444444444446,nan,nan
770185.93,6270712.68,6,,6.76,6.89,6.829999999999999,0.051380930314660476,0.1299999999999999,512.8205128205133,nan,nan
770186.2300000001,6270712.68,4,,6.54,6.89,6.7,0.1635033129124095,0.34999999999999964,126.98412698412713,nan,nan
770186.53,6270712.68,2,,6.66,6.71,6.6850000000000005,0.03535533905932694,0.04999999999999982,444.444444444446,nan,nan
770190.1300000001,6270712.68,2,,6.9,6.91,6.905,0.007071067811865324,0.009999999999999787,2222.2222222222695,nan,nan
770190.43,6270712.68,6,,6.67,6.93,6.871666666666667,0.09948199167018448,0.2599999999999998,256.41025641025664,nan,nan
770190.7300000001,6270712.68,2,,6.8,6.87,6.835,0.049497474683058526,0.07000000000000028,317.4603174603162,nan,nan
770117.23,6270712.98,2,,5.14,5.2,5.17,0.0424264068711932,0.0600000000000005,370.3703703703673,nan,nan
770117.53,6270712.98,3,,4.8,5.2,5.06,0.22538855339169303,0.40000000000000036,83.33333333333326,nan,nan
770117.8300000001,6270712.98,5,,4.89,5.12,4.996,0.08443932733033845,0.23000000000000043,241.54589371980632,nan,nan
770118.1300000001,6270712.98,3,,5.03,5.05,5.036666666666666,0.011547005383792141,0.019999999999999574,1666.6666666667022,nan,nan
770118.43,6270712.98,5,,4.91,5.1,4.9959999999999996,0.07700649323271368,0.1899999999999995,292.3976608187142,nan,nan
770122.3300000001,6270712.98,1,,5.0,5.0,5.0,0.0,0.0,11.11111111111111,nan,nan
770122.6300000001,6270712.98,3,,4.79,5.21,4.966666666666667,0.2177919496522617,0.41999999999999993,79.36507936507938,nan,nan
770122.93,6270712.98,4,,4.89,5.27,5.0775,0.15564382416273387,0.3799999999999999,116.95906432748542,nan,nan
770123.53,6270712.98,3,,4.91,5.03,4.98,0.062449979983984306,0.1200000000000001,277.77777777777754,nan,nan
770127.1300000001,6270712.98,1,,4.78,4.78,4.78,0.0,0.0,11.11111111111111,nan,nan
770127.43,6270712.98,5,,5.12,5.35,5.2700000000000005,0.09565563234854482,0.22999999999999954,241.54589371980725,nan,nan
770127.73,6270712.98,4,,5.24,5.3,5.27,0.029439202887759343,0.05999999999999961,740.7407407407455,nan,nan
770128.03,6270712.98,3,,5.12,5.28,5.18,0.0871779788708136,0.16000000000000014,208.33333333333317,nan,nan
770131.93,6270712.98,1,,5.39,5.39,5.39,0.0,0.0,11.11111111111111,nan,nan
770132.23,6270712.98,4,,5.33,5.53,5.4325,0.08958236433584478,0.20000000000000018,222.22222222222203,nan,nan
770132.53,6270712.98,5,,5.15,5.38,5.242,0.11300442469213313,0.22999999999999954,241.54589371980725,nan,nan
770132.8300000001,6270712.98,6,,5.14,5.32,5.2316666666666665,0.08256310717667247,0.1800000000000006,370.37037037036913,nan,nan
770133.1300000001,6270712.98,5,,5.16,5.45,5.312,0.10894952959971875,0.29000000000000004,191.57088122605361,nan,nan
770133.43,6270712.98,1,,5.36,5.36,5.36,0.0,0.0,11.11111111111111,nan,nan
770136.7300000001,6270712.98,1,,5.56,5.56,5.56,0.0,0.0,11.11111111111111,nan,nan
770137.03,6270712.98,2,,5.3,5.43,5.365,0.09192388155425078,0.1299999999999999,170.9401709401711,nan,nan
770137.3300000001,6270712.98,4,,5.27,5.39,5.34,0.05099019513592793,0.1200000000000001,370.37037037037004,nan,nan
770137.6300000001,6270712.98,3,,5.42,5.52,5.483333333333333,0.055075705472860816,0.09999999999999964,333.3333333333345,nan,nan
770137.93,6270712.98,4,,5.31,5.42,5.3549999999999995,0.05446711546122746,0.11000000000000032,404.04040404040285,nan,nan
770138.2300000001,6270712.98,3,,5.35,5.66,5.536666666666666,0.16441816606851392,0.3100000000000005,107.52688172042994,nan,nan
770141.53,6270712.98,2,,5.27,5.53,5.4,0.1838477631085025,0.2600000000000007,85.47008547008525,nan,nan
770141.8300000001,6270712.98,6,,5.32,5.61,5.506666666666667,0.12094075684675805,0.29000000000000004,229.88505747126436,nan,nan
770142.1300000001,6270712.98,4,,5.26,5.66,5.51,0.17795130420052202,0.40000000000000036,111.11111111111101,nan,nan
770142.43,6270712.98,5,,5.45,5.64,5.534000000000001,0.07829431652425349,0.1899999999999995,292.3976608187142,nan,nan
770142.7300000001,6270712.98,2,,5.48,5.92,5.7,0.31112698372208053,0.4399999999999995,50.50505050505056,nan,nan
770143.03,6270712.98,1,,5.47,5.47,5.47,0.0,0.0,11.11111111111111,nan,nan
770146.6300000001,6270712.98,4,,5.55,5.89,5.72,0.19061304607327734,0.33999999999999986,130.7189542483661,nan,nan
770146.93,6270712.98,6,,5.68,5.94,5.818333333333334,0.09261029460414624,0.2600000000000007,256.4102564102558,nan,nan
770147.2300000001,6270712.98,5,,5.55,5.89,5.772,0.1397139935725837,0.33999999999999986,163.3986928104576,nan,nan
770147.53,6270712.98,3,,5.43,5.66,5.566666666666666,0.12096831541082735,0.23000000000000043,144.9275362318838,nan,nan
770147.8300000001,6270712.98,2,,5.41,5.6,5.505,0.1343502884254437,0.1899999999999995,116.95906432748568,nan,nan
770151.43,6270712.98,2,,5.36,5.68,5.52,0.2262741699796951,0.3199999999999994,69.44444444444458,nan,nan
770151.7300000001,6270712.98,5,,5.68,5.73,5.704,0.025099800796022673,0.05000000000000071,1111.1111111110954,nan,nan
770152.03,6270712.98,4,,5.6,5.88,5.73,0.11604596790352825,0.28000000000000025,158.7301587301586,nan,nan
770152.3300000001,6270712.98,5,,5.54,5.76,5.674,0.09316651759081666,0.21999999999999975,252.52525252525282,nan,nan
770152.6300000001,6270712.98,1,,5.64,5.64,5.64,0.0,0.0,11.11111111111111,nan,nan
770155.6300000001,6270712.98,1,,5.96,5.96,5.96,0.0,0.0,11.11111111111111,nan,nan
770155.93,6270712.98,3,,5.81,5.97,5.8933333333333335,0.08020806277010652,0.16000000000000014,208.33333333333317,nan,nan
770156.2300000001,6270712.98,6,,5.92,5.99,5.961666666666667,0.02714160398109648,0.07000000000000028,952.3809523809485,nan,nan
770156.53,6270712.98,4,,5.83,6.12,6.0025,0.13889444433333803,0.29000000000000004,153.2567049808429,nan,nan
770156.8300000001,6270712.98,4,,5.83,6.26,6.0325,0.18080837001274758,0.4299999999999997,103.35917312661506,nan,nan
770157.1300000001,6270712.98,5,,6.04,6.35,6.192,0.14359665734271093,0.3099999999999996,179.21146953405042,nan,nan
770160.7300000001,6270712.98,3,,6.23,6.34,6.293333333333333,0.05686240703077295,0.10999999999999943,303.0303030303046,nan,nan
770161.03,6270712.98,3,,5.83,6.15,6.026666666666666,0.17214335111567147,0.3200000000000003,104.16666666666659,nan,nan
770161.3300000001,6270712.98,4,,5.96,6.09,6.0475,0.05909032633745262,0.1299999999999999,341.8803418803422,nan,nan
770161.6300000001,6270712.98,5,,5.96,6.11,6.038,0.06496152707564685,0.15000000000000036,370.3703703703695,nan,nan
770161.93,6270712.98,4,,5.67,6.31,6.0175,0.26348624252510794,0.6399999999999997,69.44444444444449,nan,nan
770162.2300000001,6270712.98,1,,5.88,5.88,5.88,0.0,0.0,11.11111111111111,nan,nan
770165.2300000001,6270712.98,1,,6.22,6.22,6.22,0.0,0.0,11.11111111111111,nan,nan
770165.53,6270712.98,2,,5.95,6.1,6.025,0.10606601717798207,0.14999999999999947,148.1481481481487,nan,nan
770165.8300000001,6270712.98,3,,5.98,6.17,6.103333333333334,0.10692676621563604,0.1899999999999995,175.43859649122854,nan,nan
770166.1300000001,6270712.98,3,,6.2,6.37,6.2700000000000005,0.08888194417315587,0.16999999999999993,196.07843137254912,nan,nan
770166.43,6270712.98,4,,6.07,6.24,6.1850000000000005,0.08020806277010636,0.16999999999999993,261.4379084967322,nan,nan
770166.7300000001,6270712.98,4,,6.01,6.34,6.165,0.13527749258468683,0.33000000000000007,134.68013468013467,nan,nan
770167.03,6270712.98,2,,6.03,6.24,6.135,0.14849242404917465,0.20999999999999996,105.82010582010584,nan,nan
770167.3300000001,6270712.98,1,,6.33,6.33,6.33,0.0,0.0,11.11111111111111,nan,nan
770171.2300000001,6270712.98,1,,6.03,6.03,6.03,0.0,0.0,11.11111111111111,nan,nan
770175.43,6270712.98,4,,6.48,6.55,6.5225,0.030956959368344358,0.0699999999999994,634.9206349206404,nan,nan
770175.7300000001,6270712.98,4,,6.15,6.38,6.29,0.0983192080250172,0.22999999999999954,193.2367149758458,nan,nan
770176.03,6270712.98,5,,6.3,6.39,6.334,0.0364691650576206,0.08999999999999986,617.2839506172849,nan,nan
770176.3300000001,6270712.98,2,,6.41,6.55,6.48,0.09899494936611612,0.13999999999999968,158.7301587301591,nan,nan
770176.6300000001,6270712.98,1,,6.41,6.41,6.41,0.0,0.0,11.11111111111111,nan,nan
770179.93,6270712.98,1,,6.62,6.62,6.62,0.0,0.0,11.11111111111111,nan,nan
770180.2300000001,6270712.98,7,,6.33,6.62,6.528571428571429,0.09172941575244906,0.29000000000000004,268.1992337164751,nan,nan
770180.53,6270712.98,4,,6.32,6.53,6.452500000000001,0.09287087810503326,0.20999999999999996,211.64021164021167,nan,nan
770180.8300000001,6270712.98,4,,6.36,6.6,6.5024999999999995,0.1034005157949737,0.23999999999999932,185.1851851851857,nan,nan
770181.1300000001,6270712.98,4,,6.47,6.67,6.5725,0.08958236433584424,0.20000000000000018,222.22222222222203,nan,nan
770184.7300000001,6270712.98,1,,6.86,6.86,6.86,0.0,0.0,11.11111111111111,nan,nan
770185.03,6270712.98,3,,6.66,6.85,6.756666666666667,0.09504384952922143,0.1899999999999995,175.43859649122854,nan,nan
770185.3300000001,6270712.98,6,,6.64,6.89,6.77,0.09402127418834559,0.25,266.6666666666667,nan,nan
770185.6300000001,6270712.98,3,,6.78,6.88,6.82,0.052915026221291774,0.09999999999999964,333.3333333333345,nan,nan
770185.93,6270712.98,1,,6.58,6.58,6.58,0.0,0.0,11.11111111111111,nan,nan
770186.53,6270712.98,2,,6.74,6.82,6.78,0.05656854249492385,0.08000000000000007,277.77777777777754,nan,nan
770189.53,6270712.98,1,,6.6,6.6,6.6,0.0,0.0,11.11111111111111,nan,nan
770189.8300000001,6270712.98,5,,6.65,6.94,6.837999999999999,0.110317722964173,0.29000000000000004,191.57088122605361,nan,nan
770190.1300000001,6270712.98,3,,6.68,6.88,6.803333333333334,0.1078579312490897,0.20000000000000018,166.66666666666652,nan,nan
770190.43,6270712.98,3,,6.78,6.99,6.853333333333334,0.11846237095944552,0.20999999999999996,158.73015873015876,nan,nan
770190.7300000001,6270712.98,4,,6.82,6.88,6.845,0.02645751311064621,0.05999999999999961,740.7407407407455,nan,nan
770116.93,6270713.279999999,3,,4.7,4.84,4.756666666666667,0.07371114795831979,0.13999999999999968,238.09523809523864,nan,nan
770117.23,6270713.279999999,1,,4.79,4.79,4.79,0.0,0.0,11.11111111111111,nan,nan
770117.53,6270713.279999999,5,,4.95,5.12,5.048,0.06340346993658942,0.16999999999999993,326.7973856209152,nan,nan
770117.8300000001,6270713.279999999,3,,5.0,5.1,5.0633333333333335,0.055075705472860996,0.09999999999999964,333.3333333333345,nan,nan
770118.1300000001,6270713.279999999,2,,5.03,5.07,5.050000000000001,0.02828427124746224,0.040000000000000036,555.5555555555551,nan,nan
770118.43,6270713.279999999,4,,5.01,5.22,5.105,0.10148891565092229,0.20999999999999996,211.64021164021167,nan,nan
770121.73,6270713.279999999,1,,4.99,4.99,4.99,0.0,0.0,11.11111111111111,nan,nan
770122.3300000001,6270713.279999999,3,,4.85,4.98,4.933333333333334,0.07234178138070267,0.13000000000000078,256.4102564102549,nan,nan
770122.6300000001,6270713.279999999,5,,4.79,5.15,4.96,0.13601470508735475,0.3600000000000003,154.32098765432087,nan,nan
770122.93,6270713.279999999,4,,4.73,5.13,4.9725,0.17632829230349426,0.39999999999999947,111.11111111111127,nan,nan
770123.23,6270713.279999999,1,,4.94,4.94,4.94,0.0,0.0,11.11111111111111,nan,nan
770126.23,6270713.279999999,1,,5.09,5.09,5.09,0.0,0.0,11.11111111111111,nan,nan
770126.8300000001,6270713.279999999,2,,5.16,5.28,5.220000000000001,0.08485281374238547,0.1200000000000001,185.18518518518502,nan,nan
770127.1300000001,6270713.279999999,5,,5.15,5.31,5.234,0.061073725938409686,0.15999999999999925,347.2222222222239,nan,nan
770127.43,6270713.279999999,3,,5.22,5.39,5.286666666666666,0.090737717258775,0.16999999999999993,196.07843137254912,nan,nan
770127.73,6270713.279999999,3,,5.11,5.19,5.156666666666667,0.0416333199893223,0.08000000000000007,416.66666666666634,nan,nan
770128.03,6270713.279999999,1,,5.16,5.16,5.16,0.0,0.0,11.11111111111111,nan,nan
770131.3300000001,6270713.279999999,1,,5.33,5.33,5.33,0.0,0.0,11.11111111111111,nan,nan
770131.6300000001,6270713.279999999,3,,5.04,5.36,5.236666666666667,0.17214335111567147,0.3200000000000003,104.16666666666659,nan,nan
770131.93,6270713.279999999,3,,5.28,5.32,5.3066666666666675,0.023094010767584924,0.040000000000000036,833.3333333333327,nan,nan
770132.23,6270713.279999999,4,,5.18,5.36,5.275,0.07549834435270736,0.1800000000000006,246.91358024691274,nan,nan
770132.53,6270713.279999999,4,,5.26,5.36,5.3100000000000005,0.0416333199893229,0.10000000000000053,444.44444444444207,nan,nan
770132.8300000001,6270713.279999999,2,,5.08,5.17,5.125,0.06363961030678918,0.08999999999999986,246.91358024691397,nan,nan
770136.43,6270713.279999999,4,,5.22,5.54,5.415,0.1482115605027714,0.3200000000000003,138.88888888888877,nan,nan
770136.7300000001,6270713.279999999,4,,5.36,5.58,5.4675,0.1087428158546575,0.21999999999999975,202.02020202020225,nan,nan
770137.03,6270713.279999999,5,,5.33,5.5,5.414,0.07797435475847161,0.16999999999999993,326.7973856209152,nan,nan
770137.3300000001,6270713.279999999,5,,5.22,5.48,5.376,0.10310189135025687,0.2600000000000007,213.67521367521314,nan,nan
770137.6300000001,6270713.279999999,3,,5.3,5.68,5.4366666666666665,0.2112660250332107,0.3799999999999999,87.71929824561407,nan,nan
770137.93,6270713.279999999,3,,5.32,5.72,5.583333333333333,0.22810816147900795,0.39999999999999947,83.33333333333346,nan,nan
770140.93,6270713.279999999,1,,5.5,5.5,5.5,0.0,0.0,11.11111111111111,nan,nan
770141.2300000001,6270713.279999999,3,,5.45,5.5,5.47,0.02645751311064597,0.04999999999999982,666.666666666669,nan,nan
770141.53,6270713.279999999,5,,5.49,5.6,5.548,0.046583258795408276,0.10999999999999943,505.05050505050764,nan,nan
770141.8300000001,6270713.279999999,4,,5.46,5.61,5.55,0.06377042156569677,0.15000000000000036,296.2962962962956,nan,nan
770142.1300000001,6270713.279999999,6,,5.41,5.65,5.53,0.09359487165438068,0.2400000000000002,277.77777777777754,nan,nan
770142.43,6270713.279999999,1,,5.57,5.57,5.57,0.0,0.0,11.11111111111111,nan,nan
770146.03,6270713.279999999,3,,5.87,6.0,5.916666666666667,0.07234178138070266,0.1299999999999999,256.41025641025664,nan,nan
770146.3300000001,6270713.279999999,5,,5.66,5.9,5.784000000000001,0.11371015785759869,0.2400000000000002,231.4814814814813,nan,nan
770146.6300000001,6270713.279999999,6,,5.74,5.84,5.796666666666667,0.03932768321000709,0.09999999999999964,666.666666666669,nan,nan
770146.93,6270713.279999999,4,,5.58,6.11,5.835,0.22516660498395463,0.5300000000000002,83.85744234800835,nan,nan
770147.2300000001,6270713.279999999,1,,5.58,5.58,5.58,0.0,0.0,11.11111111111111,nan,nan
770147.8300000001,6270713.279999999,1,,5.61,5.61,5.61,0.0,0.0,11.11111111111111,nan,nan
770151.1300000001,6270713.279999999,3,,5.53,5.56,5.543333333333333,0.015275252316519116,0.02999999999999936,1111.1111111111347,nan,nan
770151.43,6270713.279999999,1,,5.58,5.58,5.58,0.0,0.0,11.11111111111111,nan,nan
770151.7300000001,6270713.279999999,1,,5.64,5.64,5.64,0.0,0.0,11.11111111111111,nan,nan
770152.03,6270713.279999999,1,,5.66,5.66,5.66,0.0,0.0,11.11111111111111,nan,nan
770155.03,6270713.279999999,1,,5.71,5.71,5.71,0.0,0.0,11.11111111111111,nan,nan
770155.3300000001,6270713.279999999,1,,5.99,5.99,5.99,0.0,0.0,11.11111111111111,nan,nan
770155.6300000001,6270713.279999999,4,,5.64,5.88,5.785,0.10214368964029705,0.2400000000000002,185.18518518518502,nan,nan
770155.93,6270713.279999999,8,,5.69,6.06,5.97,0.12118462891684834,0.3699999999999992,240.24024024024078,nan,nan
770156.2300000001,6270713.279999999,5,,5.83,6.01,5.918,0.08288546314040847,0.17999999999999972,308.64197530864243,nan,nan
770156.8300000001,6270713.279999999,1,,5.9,5.9,5.9,0.0,0.0,11.11111111111111,nan,nan
770160.43,6270713.279999999,4,,6.04,6.28,6.1725,0.09912113800799502,0.2400000000000002,185.18518518518502,nan,nan
770160.7300000001,6270713.279999999,4,,5.98,6.28,6.1850000000000005,0.14011899704655773,0.2999999999999998,148.14814814814824,nan,nan
770161.03,6270713.279999999,5,,6.06,6.24,6.168,0.0672309452558867,0.1800000000000006,308.64197530864095,nan,nan
770161.3300000001,6270713.279999999,3,,6.03,6.14,6.076666666666667,0.05686240703077296,0.10999999999999943,303.0303030303046,nan,nan
770161.6300000001,6270713.279999999,4,,5.79,6.21,6.025,0.1830300521772313,0.41999999999999993,105.82010582010584,nan,nan
770161.93,6270713.279999999,1,,6.26,6.26,6.26,0.0,0.0,11.11111111111111,nan,nan
770164.93,6270713.279999999,1,,6.31,6.31,6.31,0.0,0.0,11.11111111111111,nan,nan
770165.2300000001,6270713.279999999,1,,6.08,6.08,6.08,0.0,0.0,11.11111111111111,nan,nan
770165.53,6270713.279999999,5,,6.0,6.16,6.066,0.060663003552412234,0.16000000000000014,347.22222222222194,nan,nan
770165.8300000001,6270713.279999999,4,,6.13,6.2,6.172499999999999,0.029860788111948342,0.07000000000000028,634.9206349206324,nan,nan
770166.1300000001,6270713.279999999,3,,5.98,6.17,6.07,0.09539392014169469,0.1899999999999995,175.43859649122854,nan,nan
770166.43,6270713.279999999,4,,5.99,6.34,6.1475,0.1619413474070159,0.34999999999999964,126.98412698412713,nan,nan
770166.7300000001,6270713.279999999,2,,6.18,6.33,6.255,0.10606601717798238,0.15000000000000036,148.1481481481478,nan,nan
770174.8300000001,6270713.279999999,2,,6.38,6.38,6.38,0.0,0.0,22.22222222222222,nan,nan
770175.1300000001,6270713.279999999,5,,6.28,6.46,6.396,0.07092249290598836,0.17999999999999972,308.64197530864243,nan,nan
770175.43,6270713.279999999,5,,6.24,6.37,6.287999999999999,0.05069516742254613,0.1299999999999999,427.3504273504277,nan,nan
770175.7300000001,6270713.279999999,2,,6.42,6.53,6.475,0.07778174593052077,0.11000000000000032,202.02020202020142,nan,nan
770179.3300000001,6270713.279999999,1,,6.68,6.68,6.68,0.0,0.0,11.11111111111111,nan,nan
770179.6300000001,6270713.279999999,3,,6.52,6.59,6.556666666666666,0.03511884584284304,0.07000000000000028,476.19047619047427,nan,nan
770179.93,6270713.279999999,2,,6.48,6.56,6.52,0.05656854249492354,0.07999999999999918,277.7777777777806,nan,nan
770180.2300000001,6270713.279999999,4,,6.49,6.51,6.4975000000000005,0.009574271077563253,0.019999999999999574,2222.2222222222695,nan,nan
770180.53,6270713.279999999,7,,6.34,6.6,6.47,0.08793937305515279,0.2599999999999998,299.1452991452994,nan,nan
770180.8300000001,6270713.279999999,2,,6.58,6.81,6.695,0.1626345596729059,0.22999999999999954,96.6183574879229,nan,nan
770184.1300000001,6270713.279999999,1,,6.81,6.81,6.81,0.0,0.0,11.11111111111111,nan,nan
770184.43,6270713.279999999,2,,6.57,6.77,6.67,0.141421356237309,0.1999999999999993,111.1111111111115,nan,nan
770184.7300000001,6270713.279999999,6,,6.52,6.89,6.776666666666666,0.15513435037626774,0.3700000000000001,180.18018018018012,nan,nan
770185.03,6270713.279999999,3,,6.7,6.86,6.760000000000001,0.08717797887081358,0.16000000000000014,208.33333333333317,nan,nan
770185.3300000001,6270713.279999999,3,,6.5,6.96,6.739999999999999,0.23065125189341545,0.45999999999999996,72.46376811594205,nan,nan
770185.6300000001,6270713.279999999,2,,6.68,6.95,6.8149999999999995,0.19091883092036785,0.27000000000000046,82.30452674897106,nan,nan
770189.2300000001,6270713.279999999,3,,6.86,6.95,6.916666666666667,0.04932882862316244,0.08999999999999986,370.37037037037095,nan,nan
770189.53,6270713.279999999,6,,6.72,6.95,6.885000000000001,0.08689073598491384,0.23000000000000043,289.8550724637676,nan,nan
770189.8300000001,6270713.279999999,3,,6.95,7.0,6.973333333333334,0.025166114784235326,0.04999999999999982,666.666666666669,nan,nan
770190.1300000001,6270713.279999999,5,,6.78,6.93,6.8420000000000005,0.0584807660688535,0.14999999999999947,370.3703703703717,nan,nan
770116.3300000001,6270713.58,1,,5.08,5.08,5.08,0.0,0.0,11.11111111111111,nan,nan
770116.6300000001,6270713.58,4,,4.67,4.91,4.8425,0.11528949070347481,0.2400000000000002,185.18518518518502,nan,nan
770116.93,6270713.58,6,,4.76,5.14,4.968333333333333,0.14675376201878648,0.3799999999999999,175.43859649122814,nan,nan
770117.23,6270713.58,5,,4.86,5.08,4.956,0.08384509526501831,0.21999999999999975,252.52525252525282,nan,nan
770117.53,6270713.58,5,,4.79,5.3,5.048,0.18700267377767615,0.5099999999999998,108.93246187363839,nan,nan
770117.8300000001,6270713.58,3,,5.08,5.11,5.1000000000000005,0.017320508075689044,0.03000000000000025,1111.111111111102,nan,nan
770118.1300000001,6270713.58,3,,4.87,5.19,5.05,0.16370705543744865,0.3200000000000003,104.16666666666659,nan,nan
770120.53,6270713.58,1,,4.83,4.83,4.83,0.0,0.0,11.11111111111111,nan,nan
770120.8300000001,6270713.58,1,,4.61,4.61,4.61,0.0,0.0,11.11111111111111,nan,nan
770121.43,6270713.58,4,,4.82,5.03,4.9475,0.08958236433584446,0.20999999999999996,211.64021164021167,nan,nan
770121.73,6270713.58,3,,4.86,4.94,4.906666666666667,0.041633319989322286,0.08000000000000007,416.66666666666634,nan,nan
770122.03,6270713.58,4,,4.7,4.89,4.785,0.07937253933193754,0.1899999999999995,233.91812865497135,nan,nan
770122.3300000001,6270713.58,4,,4.84,5.06,4.9325,0.09639329160614134,0.21999999999999975,202.02020202020225,nan,nan
770125.93,6270713.58,1,,4.93,4.93,4.93,0.0,0.0,11.11111111111111,nan,nan
770126.23,6270713.58,3,,4.87,5.07,4.99,0.10583005244258371,0.20000000000000018,166.66666666666652,nan,nan
770126.53,6270713.58,3,,5.15,5.39,5.246666666666667,0.1266227994214836,0.23999999999999932,138.88888888888928,nan,nan
770126.8300000001,6270713.58,4,,5.16,5.28,5.22,0.06377042156569675,0.1200000000000001,370.37037037037004,nan,nan
770127.1300000001,6270713.58,5,,4.75,5.41,5.1659999999999995,0.3047622023808074,0.6600000000000001,84.17508417508417,nan,nan
770127.43,6270713.58,1,,5.36,5.36,5.36,0.0,0.0,11.11111111111111,nan,nan
770127.73,6270713.58,1,,5.39,5.39,5.39,0.0,0.0,11.11111111111111,nan,nan
770131.3300000001,6270713.58,2,,4.99,5.18,5.085,0.1343502884254437,0.1899999999999995,116.95906432748568,nan,nan
770131.6300000001,6270713.58,3,,5.19,5.31,5.25,0.05999999999999961,0.11999999999999922,277.7777777777796,nan,nan
770131.93,6270713.58,5,,5.31,5.34,5.322,0.01643167672515527,0.03000000000000025,1851.8518518518365,nan,nan
770132.23,6270713.58,3,,5.17,5.46,5.353333333333333,0.15947831618540903,0.29000000000000004,114.94252873563218,nan,nan
770132.53,6270713.58,2,,5.24,5.36,5.300000000000001,0.0848528137423861,0.1200000000000001,185.18518518518502,nan,nan
770132.8300000001,6270713.58,1,,5.36,5.36,5.36,0.0,0.0,11.11111111111111,nan,nan
770135.53,6270713.58,2,,5.16,5.31,5.234999999999999,0.10606601717798207,0.14999999999999947,148.1481481481487,nan,nan
770135.8300000001,6270713.58,2,,5.27,5.38,5.324999999999999,0.07778174593052013,0.11000000000000032,202.02020202020142,nan,nan
770136.1300000001,6270713.58,3,,5.33,5.49,5.416666666666667,0.08082903768654753,0.16000000000000014,208.33333333333317,nan,nan
770136.43,6270713.58,5,,5.24,5.42,5.366,0.07197221686178672,0.17999999999999972,308.64197530864243,nan,nan
770136.7300000001,6270713.58,3,,5.31,5.47,5.3933333333333335,0.08020806277010686,0.16000000000000014,208.33333333333317,nan,nan
770137.03,6270713.58,7,,5.4,5.65,5.541428571428571,0.09406178314075829,0.25,311.11111111111114,nan,nan
770137.3300000001,6270713.58,2,,5.24,5.75,5.495,0.36062445840513907,0.5099999999999998,43.57298474945535,nan,nan
770140.03,6270713.58,1,,5.35,5.35,5.35,0.0,0.0,11.11111111111111,nan,nan
770140.3300000001,6270713.58,1,,5.42,5.42,5.42,0.0,0.0,11.11111111111111,nan,nan
770140.6300000001,6270713.58,2,,5.35,5.53,5.4399999999999995,0.1272792206135787,0.1800000000000006,123.45679012345637,nan,nan
770140.93,6270713.58,5,,5.43,5.51,5.4719999999999995,0.03271085446759206,0.08000000000000007,694.4444444444439,nan,nan
770141.2300000001,6270713.58,3,,5.44,5.51,5.47,0.036055512754639585,0.0699999999999994,476.1904761904803,nan,nan
770141.53,6270713.58,4,,5.52,5.71,5.58,0.08831760866327847,0.1900000000000004,233.91812865497027,nan,nan
770141.8300000001,6270713.58,1,,5.73,5.73,5.73,0.0,0.0,11.11111111111111,nan,nan
770145.43,6270713.58,1,,5.6,5.6,5.6,0.0,0.0,11.11111111111111,nan,nan
770145.7300000001,6270713.58,4,,5.47,5.9,5.735,0.18699376103674406,0.4300000000000006,103.35917312661485,nan,nan
770146.03,6270713.58,4,,5.57,5.76,5.6925,0.08539125638299642,0.1899999999999995,233.91812865497135,nan,nan
770146.3300000001,6270713.58,6,,5.74,5.97,5.833333333333333,0.09287985070329663,0.22999999999999954,289.8550724637687,nan,nan
770146.6300000001,6270713.58,1,,5.53,5.53,5.53,0.0,0.0,11.11111111111111,nan,nan
770146.93,6270713.58,1,,6.03,6.03,6.03,0.0,0.0,11.11111111111111,nan,nan
770150.53,6270713.58,4,,5.38,5.56,5.484999999999999,0.07593857166596338,0.17999999999999972,246.91358024691397,nan,nan
770150.8300000001,6270713.58,5,,5.5,5.62,5.578,0.047116875957559146,0.1200000000000001,462.9629629629626,nan,nan
770151.1300000001,6270713.58,5,,5.53,5.84,5.652,0.11945710527214339,0.3099999999999996,179.21146953405042,nan,nan
770151.7300000001,6270713.58,1,,5.77,5.77,5.77,0.0,0.0,11.11111111111111,nan,nan
770154.7300000001,6270713.58,1,,5.96,5.96,5.96,0.0,0.0,11.11111111111111,nan,nan
770155.03,6270713.58,5,,5.69,6.05,5.82,0.1452583904633394,0.35999999999999943,154.32098765432121,nan,nan
770155.3300000001,6270713.58,6,,5.76,6.22,6.015000000000001,0.1923278450978953,0.45999999999999996,144.9275362318841,nan,nan
770155.6300000001,6270713.58,5,,6.0,6.18,6.08,0.0678232998312524,0.17999999999999972,308.64197530864243,nan,nan
770155.93,6270713.58,4,,5.81,5.92,5.87,0.04690415759823397,0.11000000000000032,404.04040404040285,nan,nan
770160.1300000001,6270713.58,4,,5.78,6.17,6.04,0.17981471945681585,0.3899999999999997,113.96011396011406,nan,nan
770160.43,6270713.58,4,,6.08,6.14,6.1025,0.028722813232689957,0.05999999999999961,740.7407407407455,nan,nan
770160.7300000001,6270713.58,4,,5.96,6.23,6.125,0.12124355652982133,0.27000000000000046,164.6090534979421,nan,nan
