x,y,count,cluster,z_min,z_max,z_mean,z_std,canopy_height,point_density,intensity_mean,intensity_std
770170.6300000001,6270684.18,2,,5.89,5.92,5.904999999999999,0.021213203435596288,0.03000000000000025,740.7407407407346,nan,nan
770170.93,6270684.18,2,,5.67,5.9,5.785,0.16263455967290624,0.23000000000000043,96.61835748792252,nan,nan
770163.7300000001,6270684.48,3,,5.52,5.69,5.626666666666666,0.09291573243177598,0.17000000000000082,196.0784313725481,nan,nan
770164.03,6270684.48,3,,5.67,5.91,5.753333333333333,0.13576941236277545,0.2400000000000002,138.88888888888877,nan,nan
770164.3300000001,6270684.48,5,,5.59,5.87,5.732,0.10802777420645132,0.28000000000000025,198.41269841269823,nan,nan
770164.6300000001,6270684.48,3,,5.82,5.89,5.843333333333334,0.040414518843273774,0.0699999999999994,476.1904761904803,nan,nan
770164.93,6270684.48,3,,5.85,5.9,5.876666666666666,0.025166114784236162,0.05000000000000071,666.6666666666572,nan,nan
770165.2300000001,6270684.48,3,,5.77,5.98,5.8933333333333335,0.10969655114602922,0.21000000000000085,158.73015873015808,nan,nan
770165.53,6270684.48,1,,5.7,5.7,5.7,0.0,0.0,11.11111111111111,nan,nan
770169.43,6270684.48,6,,5.73,5.84,5.803333333333334,0.04179314138308625,0.10999999999999943,606.0606060606092,nan,nan
770169.7300000001,6270684.48,4,,5.83,5.95,5.8975,0.04991659710623994,0.1200000000000001,370.37037037037004,nan,nan
770170.03,6270684.48,5,,5.82,6.02,5.89,0.07713624310270736,0.1999999999999993,277.77777777777874,nan,nan
770170.3300000001,6270684.48,1,,5.93,5.93,5.93,0.0,0.0,11.11111111111111,nan,nan
770163.43,6270684.779999999,3,,5.46,5.65,5.54,0.09848857801796104,0.1900000000000004,175.4385964912277,nan,nan
770163.7300000001,6270684.779999999,4,,5.55,5.63,5.59,0.03366501646120716,0.08000000000000007,555.5555555555551,nan,nan
770164.03,6270684.779999999,3,,5.66,5.68,5.669999999999999,0.009999999999999787,0.019999999999999574,1666.6666666667022,nan,nan
770164.3300000001,6270684.779999999,5,,5.6,5.88,5.704,0.1128273016605463,0.28000000000000025,198.41269841269823,nan,nan
770164.6300000001,6270684.779999999,6,,5.6,6.06,5.765,0.18019433953373795,0.45999999999999996,144.9275362318841,nan,nan
770164.93,6270684.779999999,3,,5.78,6.08,5.890000000000001,0.16522711641858281,0.2999999999999998,111.11111111111119,nan,nan
770169.1300000001,6270684.779999999,1,,5.79,5.79,5.79,0.0,0.0,11.11111111111111,nan,nan
770169.43,6270684.779999999,3,,5.73,6.05,5.94,0.18193405398660237,0.3199999999999994,104.16666666666687,nan,nan
770169.7300000001,6270684.779999999,3,,5.47,6.14,5.77,0.34044089061098387,0.6699999999999999,49.75124378109453,nan,nan
770170.3300000001,6270684.779999999,1,,5.73,5.73,5.73,0.0,0.0,11.11111111111111,nan,nan
770173.3300000001,6270684.779999999,1,,6.09,6.09,6.09,0.0,0.0,11.11111111111111,nan,nan
770173.6300000001,6270684.779999999,1,,6.23,6.23,6.23,0.0,0.0,11.11111111111111,nan,nan
770162.8300000001,6270685.08,2,,5.76,5.78,5.77,0.014142135623730963,0.020000000000000462,1111.1111111110854,nan,nan
770163.1300000001,6270685.08,4,,5.76,5.9,5.8525,0.06396613687465127,0.14000000000000057,317.4603174603162,nan,nan
770163.43,6270685.08,2,,5.69,5.71,5.7,0.014142135623730649,0.019999999999999574,1111.1111111111347,nan,nan
770163.7300000001,6270685.08,2,,5.66,5.73,5.695,0.049497474683058526,0.07000000000000028,317.4603174603162,nan,nan
770164.03,6270685.08,4,,5.58,5.7,5.67,0.06000000000000008,0.1200000000000001,370.37037037037004,nan,nan
770173.3300000001,6270685.08,4,,5.87,6.01,5.9525,0.06946221994724879,0.13999999999999968,317.4603174603182,nan,nan
770173.6300000001,6270685.08,4,,5.86,6.1,5.9825,0.10210288928331024,0.23999999999999932,185.1851851851857,nan,nan
770173.93,6270685.08,1,,6.1,6.1,6.1,0.0,0.0,11.11111111111111,nan,nan
770162.53,6270685.379999999,3,,5.71,5.87,5.796666666666667,0.08082903768654776,0.16000000000000014,208.33333333333317,nan,nan
770162.8300000001,6270685.379999999,6,,5.41,5.84,5.718333333333334,0.15867156855173065,0.4299999999999997,155.03875968992259,nan,nan
770163.1300000001,6270685.379999999,5,,5.75,5.81,5.786,0.02880972058177564,0.05999999999999961,925.925925925932,nan,nan
770163.43,6270685.379999999,7,,5.75,5.97,5.8185714285714285,0.07581305327988724,0.21999999999999975,353.5353535353539,nan,nan
770163.7300000001,6270685.379999999,2,,5.7,5.79,5.745,0.06363961030678918,0.08999999999999986,246.91358024691397,nan,nan
770164.03,6270685.379999999,1,,5.91,5.91,5.91,0.0,0.0,11.11111111111111,nan,nan
