row_id,seq,x,y,status,nearest_dist_m
-2281023,0,770154.6404410265,6270800.1483542435,present,0.06494639988170944
-2281023,1,770155.499376789,6270799.611029131,present,0.0910087015493212
-2281023,2,770156.3583125515,6270799.07370402,ambiguous,0.6245052511915402
-2281023,3,770157.217248314,6270798.536378908,ambiguous,0.5195426320378052
-2281023,4,770158.0761840764,6270797.999053797,present,0.4353461021810192
-2281023,5,770158.9351198389,6270797.461728685,ambiguous,0.5753982312141904
-2281023,6,770159.7940556013,6270796.924403573,present,0.38035431801698033
-2281023,7,770160.6529913638,6270796.387078461,present,0.48526992969782673
-2281023,8,770161.5119271262,6270795.84975335,ambiguous,0.5003064919654059
-2281023,9,770162.3708628888,6270795.312428238,present,0.3778231241513293
-2281023,10,770163.2297986512,6270794.775103127,ambiguous,0.5020773695640499
-2281023,11,770164.0887344136,6270794.2377780145,present,0.328653007856775
-2281023,12,770164.947670176,6270793.700452903,present,0.4888923882387826
-2281023,13,770165.8066059386,6270793.163127791,present,0.39734812310742323
-2281023,14,770166.665541701,6270792.62580268,present,0.32998124389423744
-2281023,15,770167.5244774634,6270792.088477568,ambiguous,0.5625271969354708
-2281023,16,770168.383413226,6270791.551152457,present,0.3428692033178619
-2281023,17,770169.2423489884,6270791.013827344,ambiguous,0.5283758054758552
-2281023,18,770170.1012847509,6270790.476502233,present,0.34185129630723327
-2281023,19,770170.9602205133,6270789.939177121,present,0.2605136187351818
-2281023,20,770171.8191562758,6270789.40185201,present,0.24825407204886404
-2281023,21,770172.6780920383,6270788.864526898,present,0.3145511738264233
-2281023,22,770173.5370278007,6270788.327201786,present,0.19441571078527922
-2281023,23,770174.3959635631,6270787.789876674,present,0.2599450899624543
-2281023,24,770175.2548993257,6270787.252551563,present,0.23877350113019805
-2281023,25,770176.1138350881,6270786.715226451,present,0.29522063322227343
-2281023,26,770176.9727708505,6270786.17790134,present,0.19642323929856031
-2281023,27,770177.8317066131,6270785.640576228,present,0.041658389491275274
-2281023,28,770178.6906423755,6270785.103251116,present,0.3301948969049837
-2281023,29,770179.5495781379,6270784.565926004,present,0.25767173657966413
-2281023,30,770180.4085139004,6270784.028600893,present,0.12880138953406156
-2281023,31,770181.2674496629,6270783.491275781,present,0.15468590587503095
-2281023,32,770182.1263854253,6270782.95395067,present,0.08477038552279371
-2281023,33,770182.9853211878,6270782.4166255575,present,0.280800690975392
-2281023,34,770183.8442569502,6270781.879300446,present,0.15351934316776067
-2281023,35,770184.7031927127,6270781.341975334,present,0.07937057039057248
-2281023,36,770185.5621284752,6270780.804650223,present,0.03471553518385569
-2281023,37,770186.4210642376,6270780.267325111,present,0.17179547839668646
-2281023,38,770187.28,6270779.7299999995,present,0.1341640787749374
-2281023,39,770188.1389357626,6270779.192674888,present,0.13783678898028245
-2281023,40,770188.997871525,6270778.655349776,present,0.14866608070397103
-2281023,41,770189.8568072874,6270778.118024665,present,0.14497114082227017
-2281023,42,770190.71574305,6270777.580699553,present,0.010930733698013232
-2281023,43,770191.5746788124,6270777.043374442,present,0.09843577139714704
-2281023,44,770192.4336145748,6270776.506049329,present,0.02104608311267094
-2281023,45,770193.2925503373,6270775.968724218,present,0.0625633464036152
-2281023,46,770194.1514860998,6270775.431399106,present,0.07149979000798497
-2281023,47,770195.0104218622,6270774.894073995,present,0.04857540026612922
